Key	NA	CA	DA6	DA12	DA24
AT1G01050.1	-0.136863	-0.233078	-0.168935	-0.160917	-0.160917
AT1G01090.1	-0.970214	-1.057606	-0.627762	0.13894	1.056277
AT1G01100.1	-1.141121	-1.710297	-1.330846	-1.283415	-1.283415
AT1G01320.1	0.075818	-0.620057	-0.486587	-0.193764	0.193251
AT1G01800.1	0.330002	2.262122	2.664861	2.540529	2.461257
AT1G02500.1	-0.294256	-0.143105	0.008068	0.083657	0.159254
AT1G02560.1	-0.558534	-0.346057	-0.08694	-0.108216	-0.165804
AT1G02620.1	-0.464939	-0.275891	-0.509451	-0.626331	-0.298609
AT1G02730.1	-0.116035	-0.116035	-0.234884	-0.328723	0.123155
AT1G02780.1	-0.327775	-0.269608	-0.095108	-0.034604	0.471499
AT1G02790.1	-0.190366	-0.270798	-0.222539	-0.167901	0.113332
AT1G02920.1	-0.537119	-0.11907	0.027496	-0.08811	-0.117951
AT1G02930.1	-0.443255	-0.29579	0.146605	0.092902	0.340517
AT1G03020.1	-0.563007	-0.751691	-0.590718	-0.462628	-0.173475
AT1G03130.1	-0.710519	-0.396924	-0.346575	-0.178547	0.192989
AT1G03220.1	0.14268	-0.963622	-0.68725	-0.654181	-0.462041
AT1G03475.1	-0.429315	0.106938	0.47853	0.697626	2.123536
AT1G03600.1	-0.203156	-0.445691	-0.203101	-0.009748	0.228984
AT1G03680.1	0.210477	-0.186893	0.070665	0.149221	0.089227
AT1G04300.1	0.063743	-0.272965	-0.591763	-0.402679	0.228425
AT1G04410.1	-0.301589	-0.404302	-0.633703	-0.32399	0.254871
AT1G04420.1	-0.098205	-0.266443	-0.180535	-0.002866	0.250297
AT1G04480.1	-2.733635	-2.904921	-2.870148	-2.796404	-2.684362
AT1G04620.1	-0.812316	-0.775625	-0.588405	-0.469542	-0.350276
AT1G04690.1	-0.266974	-0.65233	-0.6271	-0.392299	-0.037421
AT1G04820.1	-0.022825	-0.406613	-0.138554	-0.006754	0.39778
AT1G04920.1	-0.154668	-0.529372	-0.30455	-0.21835	0.250117
AT1G05010.1	0.347514	-0.377118	-0.073697	0.172866	0.517483
AT1G05190.1	-0.027875	-0.067016	0.057762	0.184378	0.036352
AT1G05490.1	-0.888134	-1.098322	-1.179205	-1.216319	-0.722496
AT1G06500.1	-0.549295	-0.912134	-0.564423	-0.331608	-0.138809
AT1G06530.1	-0.381406	-0.290565	-0.118875	-0.102848	0.169187
AT1G06670.1	-0.328091	-0.083835	0.093779	-0.076977	-0.121897
AT1G06680.1	-0.218318	-0.285093	-0.149243	0.043135	0.269366
AT1G06690.1	0.107869	-0.147257	0.014633	0.031797	0.074815
AT1G06820.1	0.02901	-0.368232	-0.026534	0.175398	0.423798
AT1G06950.1	1.161927	0.978592	0.529011	0.456026	0.806859
AT1G07140.1	-0.159812	-0.382452	-0.460238	-0.473652	0.117779
AT1G07180.1	-0.87343	-1.181136	-1.274635	-1.282102	-1.359382
AT1G07320.1	-0.343471	-0.261287	-0.014737	0.004787	0.390049
AT1G07660.1	-0.106332	-0.160876	-0.123206	-0.117027	-0.118988
AT1G07660.2	-0.537521	0.080986	0.192827	0.083174	0.22424
AT1G07770.1	0.13759	-0.391032	-0.34099	-0.132055	-0.08448
AT1G07790.1	-0.106458	-0.267352	-0.170815	-0.104539	0.242932
AT1G07890.1	-0.063133	-0.497229	-0.148532	0.074934	0.551816
AT1G07920.1	-0.157309	-0.365763	-0.34883	-0.327707	-0.214761
AT1G08200.1	-0.33221	-0.262129	-0.051885	-0.05143	0.196129
AT1G08360.1	0.642111	0.010289	0.15351	0.032517	-0.235466
AT1G08520.1	-0.04652	-0.348699	-0.298565	-0.204751	-0.095355
AT1G08600.1	-0.158926	-0.252474	-0.265838	-0.248361	-0.034021
AT1G08990.1	0.158158	-0.083472	0.061506	0.075186	0.167748
AT1G09100.1	-0.560501	-0.037764	-0.248696	-0.192294	0.24946
AT1G09130.1	-0.252088	-0.356062	-0.20293	-0.014732	0.233359
AT1G09200.1	-0.136198	-0.136198	-0.136198	-0.117055	-0.021341
AT1G09210.1	-0.2348	-0.346754	-0.18628	0.004238	0.244936
AT1G09280.1	2.260921	1.658676	2.146313	2.776867	3.5839
AT1G09310.1	-0.087101	-0.406318	-0.20132	-0.137188	0.111021
AT1G09340.1	-0.908	-0.869446	-0.665108	-0.522553	-0.362059
AT1G09590.1	-0.418794	-0.389159	-0.237493	-0.140018	-0.035323
AT1G09610.1	-0.511874	-0.347402	-0.019235	0.03468	0.673344
AT1G09620.1	-0.246488	-0.192587	-0.030882	0.006905	0.384496
AT1G09640.1	0.00537	-0.416225	-0.225787	-0.160381	0.200991
AT1G09750.1	-1.213594	0.003998	-0.244075	-0.451089	-0.745307
AT1G09780.1	-0.077031	-0.138827	-0.147656	-0.111963	0.150367
AT1G10370.1	-0.26037	-0.236151	-0.107563	-0.018452	0.078413
AT1G10630.1	-0.353438	-0.225345	-0.058912	-0.026314	0.312693
AT1G10670.1	-0.174745	-0.131029	0.000119	0.004371	0.178638
AT1G10760.1	-0.369662	-0.219844	-0.223523	-0.149733	0.177161
AT1G10840.1	-0.15499	-0.315792	-0.338764	-0.322065	-0.020337
AT1G11655.1	-0.145127	-0.393703	-0.429214	-0.431655	-0.106507
AT1G11750.1	-0.193417	-0.338691	-0.367745	-0.287469	0.11391
AT1G11840.1	-0.262233	-0.262233	-0.262233	-0.262233	-0.262233
AT1G11860.1	-0.209385	-0.43021	-0.282993	-0.264591	-0.264591
AT1G11910.1	-0.013481	-0.013574	-0.014159	-0.014642	-0.015002
AT1G12000.1	-0.21232	-0.217803	-0.219959	-0.219614	-0.219217
AT1G12230.1	-0.310404	-0.264347	-0.126177	-0.087716	0.265788
AT1G12310.1	-0.189592	-0.257639	-0.21681	-0.155104	0.160235
AT1G12350.1	-0.531982	-0.24602	0.145011	0.197865	0.503862
AT1G12410.1	-0.137337	-0.413714	-0.247887	-0.182091	0.174527
AT1G12450.1	-0.469723	-0.624807	-0.449527	-0.291362	-0.122306
AT1G12840.1	-0.192248	-0.136486	0.0308	0.044139	0.306002
AT1G12900.1	-0.29679	-0.066071	-0.102127	-0.020152	0.286972
AT1G13040.1	0.06915	-0.168971	-0.216595	-0.117881	0.375689
AT1G13350.1	-0.362827	-0.328598	-0.225911	-0.21022	-0.011966
AT1G13440.1	-0.123588	-0.086652	0.024156	0.030551	0.191801
AT1G13610.1	0.00138	-0.070297	0.020274	0.11748	0.242046
AT1G13650.1	-0.233106	-0.311038	-0.198612	-0.06406	0.107583
AT1G13930.1	-0.234402	-0.533912	-0.444858	-0.078159	0.516561
AT1G14320.1	-0.485655	-0.485655	-0.485655	-0.466887	-0.373045
AT1G14520.1	-0.17375	-0.254936	-0.143965	-0.01531	0.15357
AT1G14810.1	-0.726327	-0.602399	-0.478458	-0.416473	-0.354483
AT1G14980.1	-0.940816	-0.338989	-0.033631	-0.083183	-0.0997
AT1G15140.1	0.057649	-0.335716	0.01597	0.126351	-0.178829
AT1G15340.1	-0.326106	-0.261485	-0.196851	-0.16453	-0.132205
AT1G15480.1	-0.290499	-0.265694	-0.191278	-0.191393	-0.105146
AT1G15690.1	0.275422	-0.142841	-0.165902	0.499231	1.128734
AT1G15820.1	-0.297306	-0.677633	-0.318177	-0.154103	-0.31296
AT1G15930.1	-0.113959	-0.26231	-0.173299	-0.117224	0.177986
AT1G16080.1	-0.413369	-0.532783	-0.447023	-0.429384	-0.438609
AT1G16160.1	-0.045355	-0.467625	-0.214174	-0.169212	0.09713
AT1G16250.1	-0.238113	-0.362326	-0.198571	-0.016514	0.214679
AT1G16400.1	0.013128	-0.260516	-0.299608	-0.254881	0.340129
AT1G16470.1	-0.752782	-0.238398	-0.696322	-0.793369	-0.173015
AT1G16800.1	-0.018173	-0.254314	-0.301543	-0.183946	0.404037
AT1G16850.1	-0.153986	-0.448717	-0.257887	-0.173817	0.167562
AT1G16880.1	-0.117321	-0.216074	-0.235824	-0.186547	0.059837
AT1G16920.1	-0.389139	-0.313424	-0.086281	-0.217208	-0.606844
AT1G17100.1	-0.204497	-0.323337	-0.24411	-0.234207	-0.234207
AT1G17220.1	-0.185615	-0.223475	-0.192505	-0.182188	-0.190783
AT1G17290.1	-0.19507	-0.101748	-0.083084	-0.064408	0.028969
AT1G17370.1	-0.147417	-0.120239	-0.038707	0.064668	0.676664
AT1G17400.1	0.002562	-0.158494	0.030933	0.208748	0.394772
AT1G17780.2	-0.27722	-0.544495	-0.308455	-0.161888	0.011194
AT1G17880.1	-0.387487	-0.101512	0.075104	0.108376	0.424012
AT1G18070.1	-0.162492	-0.162492	-0.189202	-0.181751	0.062503
AT1G18080.1	4.011355	3.795793	4.002595	4.19405	4.302933
AT1G18160.1	-0.18216	-0.415195	-0.448485	-0.442167	-0.094315
AT1G18210.1	-0.150869	-0.281474	-0.115942	0.057549	0.262504
AT1G18265.1	-0.163583	-0.301436	-0.32113	-0.275685	0.138629
AT1G18410.1	-5.0767	-5.0767	-5.0767	-4.912416	-4.090998
AT1G18540.1	-0.275524	-0.235976	-0.11733	-0.066407	0.326629
AT1G18640.2	-0.477146	-0.295865	0.082382	0.021312	0.143451
AT1G19550.1	-1.99197	-2.417855	-2.153969	-2.046848	-1.535027
AT1G19570.1	-0.462905	-0.307363	0.159264	0.042608	0.003722
AT1G19910.1	0.135275	-0.087021	-0.081314	-0.014112	0.090551
AT1G19920.1	-1.551813	-1.551813	-1.330775	-0.971587	-0.888697
AT1G19950.1	-0.364874	-0.652608	-0.363413	-0.099484	0.345634
AT1G20010.1	-0.068358	-0.302923	-0.336432	-0.331629	0.010724
AT1G20020.1	-0.112223	-0.003147	-0.146239	-0.243298	-0.137735
AT1G20200.1	-0.013773	-0.141337	-0.147384	-0.007735	0.265198
AT1G20260.2	-0.662874	-0.662874	-0.662874	-0.630716	-0.469928
AT1G20340.1	0.256376	-0.040188	0.20074	0.279477	0.214649
AT1G20440.1	0.951269	1.230133	1.081671	1.160571	1.381044
AT1G20450.1	-0.638773	-0.652886	-0.695226	-0.621336	-0.301285
AT1G20530.1	-0.054348	-0.498083	-0.454307	-0.233206	0.12533
AT1G20620.1	-0.219804	-0.219804	-0.29553	-0.359846	-0.094548
AT1G21450.1	0.160061	-0.027977	-0.054839	-0.055871	0.194162
AT1G21750.1	1.389515	1.389521	1.32063	1.27189	1.562255
AT1G22300.1	0.458863	-0.039361	-0.132716	-0.311107	-0.355012
AT1G22780.1	-0.083155	-0.500851	-0.250901	-0.201369	0.087981
AT1G22840.1	-0.199964	-0.452742	-0.301075	-0.230992	0.1447
AT1G23190.1	-0.106039	-0.367532	-0.210636	-0.158989	0.125397
AT1G23290.1	-0.354159	-0.180697	-0.083805	-0.028324	0.326828
AT1G23310.1	0.198903	-0.208077	0.284755	0.678626	0.761693
AT1G23410.1	-0.696937	0.122013	0.146285	-0.072846	-0.140759
AT1G23600.1	-1.116586	-0.085942	0.132179	0.031876	-0.454652
AT1G23730.1	-0.796203	-0.404381	-0.161591	-0.143674	0.151445
AT1G23740.1	-1.697204	-2.159225	-2.020173	-1.884983	-1.180101
AT1G23820.1	-0.299934	-0.158185	-0.129836	-0.090937	0.103557
AT1G24020.1	-0.132329	-0.132329	-0.132769	-0.133485	-0.13365
AT1G24100.1	0.41096	0.327531	0.457946	0.558394	0.4462
AT1G24180.1	-0.412363	-0.364259	-0.219946	-0.16501	0.278033
AT1G24220.1	-0.301133	-0.41959	-0.263222	-0.09533	0.094951
AT1G24360.1	-0.025331	-0.12634	0.034131	0.225396	0.41787
AT1G24510.1	-0.098058	-0.129934	-0.091866	-0.054866	-0.013488
AT1G24650.1	-1.184367	-1.295655	-1.302375	-1.224044	-1.205197
AT1G26090.1	-0.261615	-0.362573	-0.21638	-0.043241	0.169006
AT1G26160.1	-0.173927	-0.376143	-0.171443	-0.005962	0.195544
AT1G26630.1	-3.300072	-3.294329	-3.277102	-3.247598	-3.079983
AT1G26760.1	-0.128841	-0.485993	-0.234122	-0.115711	0.214274
AT1G26880.1	-0.064759	-0.056988	0.008821	0.163928	0.427501
AT1G27400.1	0.057881	-0.461881	-0.285393	-0.267192	-0.141131
AT1G27450.1	-0.059436	-0.542167	-0.24751	-0.21644	-0.131341
AT1G27520.1	-0.184959	-0.309709	-0.148199	0.027522	0.246985
AT1G27870.1	0.03339	-0.247183	-0.283957	-0.200976	-0.096225
AT1G29020.1	-0.041989	-0.291244	-0.326852	-0.36633	-0.225445
AT1G29250.1	-0.097617	-0.266715	-0.182166	-0.213872	-0.224441
AT1G29880.1	-0.168778	0.042574	-0.063102	0.032043	0.322834
AT1G29900.1	-0.145288	-0.241103	-0.182346	-0.131211	0.124213
AT1G29910.1	-0.010116	-0.430642	-0.261193	-0.15862	-0.13944
AT1G29930.1	-0.194638	-0.036785	0.121084	0.200026	0.278971
AT1G30230.1	-0.131996	-0.219176	-0.103105	0.023086	0.168598
AT1G30380.1	-0.039717	-0.175865	-0.022021	0.117413	0.268994
AT1G30440.1	-0.222997	-0.346238	-0.178797	0.001967	0.193511
AT1G30580.1	-0.535256	-0.511452	-0.440042	-0.435461	-0.329243
AT1G31160.1	-0.142726	-0.112181	-0.020547	0.00696	0.251401
AT1G31330.1	0.224039	0.158674	-0.071354	-0.059035	0.036761
AT1G31360.1	-0.016001	-0.353861	-0.430751	-0.175048	0.167747
AT1G31812.1	0.332301	-0.049184	-0.125481	-0.117937	-0.080219
AT1G32060.1	-0.374173	-0.283115	-0.009943	-0.010464	0.305634
AT1G32220.1	-0.329622	-0.210518	-0.065293	0.077648	0.257919
AT1G32470.1	-0.681387	-0.5879	-0.328045	-0.057187	0.402953
AT1G32530.1	-0.180701	-0.508822	-0.112025	0.286019	0.759638
AT1G32850.1	-0.161156	-0.315759	-0.050611	0.298582	0.724022
AT1G32900.1	-0.085777	-0.230645	-0.044261	0.158662	0.416929
AT1G32990.1	-0.470333	-0.390012	-0.214554	-0.297093	0.078983
AT1G33120.1	-0.323773	-0.264402	-0.017421	0.086709	0.281432
AT1G33360.1	-0.127453	-0.213272	-0.098201	0.027671	0.172867
AT1G35160.1	0.053517	-0.631453	-0.070875	0.07596	-0.280745
AT1G35340.1	-0.293444	-0.268498	-0.183682	-0.131471	0.139566
AT1G35680.1	-0.372887	-0.306251	-0.106343	-0.078084	0.296436
AT1G35720.1	-4.481312	-4.481312	-5.067359	-6.031196	-6.308516
AT1G41830.1	-0.94074	-0.94074	-0.94074	-0.94074	-0.94074
AT1G41880.1	-0.22954	-0.175899	-0.014976	-0.055207	-0.068617
AT1G42970.1	-0.301126	-0.094288	-0.021944	-0.022824	0.011498
AT1G43170.1	-0.46506	-0.307697	-0.386379	-0.271083	0.167705
AT1G43560.1	-0.106799	-0.106799	-0.154013	-0.194239	-0.029457
AT1G43670.1	-0.283378	-0.254702	-0.168674	-0.08116	0.456774
AT1G44575.1	-0.016643	-0.446997	-0.122915	-0.012563	0.071735
AT1G45000.1	-0.219808	-0.37398	-0.222368	-0.109516	0.012075
AT1G47128.1	-0.571166	-0.572351	-0.699412	-0.858281	-0.667605
AT1G47250.1	-0.090297	-0.604966	-0.595076	-0.378044	-0.04512
AT1G47260.1	-0.083954	-0.083954	-0.177716	-0.20092	0.409716
AT1G47270.1	-0.190126	-0.190126	-0.190126	-0.136404	0.132209
AT1G47420.1	-0.092933	-0.186931	-0.038125	0.142809	0.340724
AT1G48030.1	-0.198061	-0.198061	-0.198061	-0.167421	-0.014219
AT1G48350.1	-0.226323	-0.68086	-0.194264	0.207759	0.605798
AT1G48420.1	-0.530233	-0.669283	-1.086433	-0.783519	0.244378
AT1G48630.1	-2.085305	-0.254416	-0.101225	0.043865	0.503083
AT1G48830.1	-0.895858	-0.63363	-0.469521	-0.451053	-0.461104
AT1G48920.1	-0.112998	-0.079458	-0.055974	-0.023224	0.161499
AT1G49240.1	-0.100593	-0.199347	-0.092554	-0.001916	0.092707
AT1G49290.1	-0.189156	-0.288995	-0.157825	-0.012062	0.174422
AT1G49630.1	0.149162	0.149162	-0.026127	-0.212449	0.214438
AT1G49760.1	-0.176778	-0.326452	-0.1203	0.121073	0.441217
AT1G50200.1	-0.33771	-0.619318	-0.43158	-0.408112	-0.408112
AT1G51400.1	2.475157	2.321896	2.409235	2.64351	3.118365
AT1G51440.1	-0.33252	-0.266513	-0.144657	-0.247174	0.06155
AT1G51980.1	-0.899751	-0.754496	-0.749402	-0.842719	-0.959686
AT1G52230.1	0.110575	-0.314431	-0.399433	-0.311701	0.126957
AT1G52300.1	-0.182866	-0.301109	-0.230163	-0.178496	0.091669
AT1G52400.1	-0.577212	-0.534535	-0.389432	-0.316386	0.065915
AT1G52510.1	-1.404606	-1.364662	-1.228852	-1.134288	-0.645489
AT1G52570.1	-0.226079	-0.475004	-0.278274	-0.161139	0.082272
AT1G52740.1	-0.346704	-0.346704	-0.346704	-0.271951	0.101809
AT1G53050.1	-0.440793	-0.408641	-0.312184	-0.28315	-0.025445
AT1G53240.1	-0.184851	-0.259903	-0.112061	0.095205	0.342248
AT1G53310.1	-0.544996	-0.401151	-0.228221	-0.217425	0.016756
AT1G53500.1	-0.222455	-0.374603	-0.485435	-0.245604	0.184942
AT1G53750.1	-0.169809	-0.552936	-0.307531	-0.20095	0.249921
AT1G53850.1	-0.312331	-0.747683	-0.486472	-0.464704	-0.312331
AT1G54000.1	-0.144469	-0.304555	-0.175611	-0.111693	-0.031014
AT1G54010.1	-0.241914	-0.174492	0.027772	0.048859	0.390269
AT1G54270.1	-0.077271	-0.537985	-0.369465	-0.202377	0.008514
AT1G54350.1	-0.374492	-0.255303	0.102263	0.099798	0.504632
AT1G54410.1	-0.283172	-0.526067	-0.328402	-0.161668	0.028409
AT1G54580.1	-2.533262	-2.533262	-2.321154	-1.884062	-1.34244
AT1G54780.1	-0.371224	-0.589365	-0.45848	-0.356573	0.174777
AT1G55480.1	0.121133	-0.322742	-0.115021	-0.072232	0.178778
AT1G55490.1	-0.388708	-0.275611	0.016972	0.060979	0.618468
AT1G55670.1	-0.656868	-0.600539	-0.431551	-0.40568	-0.07917
AT1G55860.1	-0.227781	-0.343118	-0.177654	0.016852	0.254886
AT1G55990.1	-2.266642	-2.471357	-2.500602	-2.472698	-2.055354
AT1G56070.1	-0.308577	-0.255568	-0.096542	-0.079912	0.188767
AT1G56110.1	-0.541171	-0.479297	-0.300359	-0.208293	0.460245
AT1G56190.1	0.019044	-0.075014	-0.152687	-0.098884	0.096554
AT1G56340.1	-0.213187	-0.174788	-0.016484	0.234563	0.662416
AT1G56340.2	-0.250497	-0.220889	-0.132065	-0.06252	0.388838
AT1G56450.1	0.161998	-0.325163	-0.2179	-0.161748	0.1446
AT1G57720.1	-0.117509	-0.342166	-0.37426	-0.341834	0.125185
AT1G58230.1	-0.210955	-0.307884	-0.327269	-0.220243	0.314891
AT1G58270.1	-0.11073	-0.134373	-0.139102	-0.064913	0.306034
AT1G58380.1	0.382824	-0.01346	0.409097	0.511729	-0.367579
AT1G59171.1	-0.001759	-0.472561	-0.132981	0.008267	0.319075
AT1G59453.1	-0.101572	-0.101572	-0.199761	-0.359319	-0.39614
AT1G59660.1	-0.033879	-0.062752	-0.066877	0.046763	0.654146
AT1G59870.1	-0.051233	0.108475	0.21669	0.128305	0.013206
AT1G59900.1	-0.172687	-0.365396	-0.211699	-0.164109	-0.201946
AT1G60690.1	-0.549515	-0.358832	-0.168044	-0.07263	0.022801
AT1G61520.1	-0.142995	-0.125935	-0.074756	-0.039136	0.198672
AT1G61600.1	0.06182	0.250025	0.319153	0.342485	0.498505
AT1G62020.1	-0.216473	-0.292515	-0.307724	-0.229243	0.163161
AT1G62380.1	-0.108608	-0.407768	-0.299909	-0.258339	-0.030394
AT1G62750.1	-1.364934	-1.165786	-1.175618	-1.129195	-0.95916
AT1G62780.1	0.3016	-0.073717	-0.20353	-0.097435	0.3646
AT1G62820.1	-0.301976	-0.20128	-0.181141	-0.111947	0.234022
AT1G62950.1	-0.437744	-0.377817	-0.110171	0.004644	0.107541
AT1G63770.1	-0.060245	-0.446231	-0.581064	-0.361749	0.081949
AT1G63770.2	-0.261607	-0.261607	-0.261607	-0.203548	0.086748
AT1G63940.1	-1.538919	-1.453996	-1.260195	-1.422958	-1.467051
AT1G63940.3	-0.266797	-0.218097	-0.071996	-0.011287	0.462711
AT1G64050.1	0.320906	-0.267699	0.085464	0.159577	0.589003
AT1G64090.1	-0.589462	-0.589462	-0.589614	-0.556442	-0.389404
AT1G64180.1	-0.745193	-0.19411	0.068534	0.187233	0.326144
AT1G64190.1	-4.046615	-3.636048	-3.225558	-3.020354	-2.815146
AT1G64200.1	-3.342488	-2.664866	-2.570853	-2.643281	-2.7819
AT1G64260.1	-0.151935	-0.939825	-0.688606	-1.031577	-2.235434
AT1G64510.1	-0.189337	-0.048139	0.17326	0.049407	-0.328411
AT1G65260.1	-0.04227	-0.446715	-0.270517	-0.221136	0.057906
AT1G65290.1	-0.029211	-0.001519	0.12915	0.198075	0.270759
AT1G65350.1	-0.557964	-0.511162	-0.525229	-0.74172	-0.46321
AT1G65810.1	-1.593707	-1.593707	-1.324862	-0.88799	-0.787173
AT1G65930.1	-0.403667	-0.147096	-0.063495	-0.072143	-0.075026
AT1G65960.1	-0.686723	-0.419801	-0.352956	-0.179257	0.104455
AT1G65960.2	-0.444333	0.030526	0.301502	0.163631	-0.305716
AT1G65980.1	-0.488078	-0.369031	-0.345222	-0.313696	-0.156069
AT1G66200.1	-0.26299	-0.232834	-0.142366	-0.178179	-0.251695
AT1G66240.1	0.135906	-0.128742	-0.071732	0.043618	0.208687
AT1G66410.1	0.215941	0.095312	0.055281	-0.038494	-0.166974
AT1G66580.1	-0.532438	-0.465278	-0.272635	-0.33736	-0.357463
AT1G66670.1	-0.090995	-0.29417	-0.323195	-0.254817	0.362814
AT1G66930.1	-0.025296	-0.226579	-0.266794	-0.035332	0.255672
AT1G66970.1	0.18756	-0.113132	0.047543	0.104199	0.415084
AT1G67090.1	-0.043956	-0.246123	-0.049001	0.069154	0.092532
AT1G67120.1	-0.295537	-0.295537	-0.295537	-0.228962	0.103913
AT1G67280.1	-0.900213	-0.443629	-0.020079	-0.030324	0.33374
AT1G67700.1	3.779783	3.839482	4.018579	3.85568	3.250131
AT1G68010.1	-0.177374	-0.261018	-0.131619	0.030375	0.234814
AT1G68410.1	-0.244583	-0.195033	-0.046381	-0.035056	0.194993
AT1G68560.1	-0.097717	-0.396984	-0.206732	-0.186331	-0.137263
AT1G68960.1	-0.44062	-0.534404	-0.452704	-0.127304	0.289814
AT1G68980.1	-0.626307	-0.502388	-0.130628	-0.15282	0.169939
AT1G68990.1	-0.120622	-0.402262	-0.158205	-0.011451	0.168665
AT1G69740.1	-0.149542	-0.313773	-0.215234	-0.14794	0.204951
AT1G70180.2	-0.306766	-0.385388	-0.253542	-0.077379	0.155084
AT1G70410.1	-0.356039	-0.264216	0.011255	-0.02097	0.139283
AT1G70430.1	-0.361654	-0.255939	-0.084737	-0.088415	0.08077
AT1G70730.1	-0.109718	-0.658936	-0.42179	-0.333658	0.150374
AT1G70830.1	-0.040842	-0.286159	-0.252673	-0.158082	0.325191
AT1G70830.3	0.086921	-0.263448	-0.333522	-0.22755	0.302314
AT1G70890.1	-0.362571	-0.232974	-0.082759	0.01364	0.125665
AT1G70960.1	-0.079009	-0.234975	-0.257256	-0.241276	0.050289
AT1G71020.2	-0.15297	-0.15297	-0.15297	-0.117765	0.058257
AT1G71100.1	-0.108041	-0.254262	-0.283506	-0.201755	0.207003
AT1G71220.1	-0.066773	-0.141686	-0.059174	0.014064	0.096622
AT1G71500.1	-0.160907	-0.402664	-0.25624	-0.088169	0.12655
AT1G71692.1	0.12776	-0.417553	-0.132188	-0.107536	0.065026
AT1G71695.1	-0.170341	-0.426836	-0.236161	-0.155597	-0.012154
AT1G72130.2	-0.134835	-0.342952	-0.372683	-0.362539	-0.029378
AT1G72150.1	-0.166487	-0.354657	-0.381538	-0.371885	-0.068249
AT1G72370.1	-0.06361	-0.011742	0.085856	0.088098	0.730414
AT1G72610.1	-2.722363	-2.722363	-2.77669	-2.864972	-2.885345
AT1G73230.1	0.348422	-0.150283	-0.067859	-0.020242	0.240614
AT1G73600.1	0.334325	0.022509	-0.022036	-0.017254	0.429832
AT1G74030.1	-0.1456	-0.382577	-0.466076	-0.283525	0.081488
AT1G74050.1	-0.153737	0.051129	-0.239384	-0.337743	0.44882
AT1G74060.1	-0.333678	-0.15951	-0.057837	0.226829	0.81865
AT1G74100.1	-0.123356	-0.066137	0.10552	0.080302	0.154476
AT1G74230.1	-0.246674	-0.262268	-0.264496	-0.204498	0.116653
AT1G74470.1	-1.646828	-1.851043	-1.891886	-1.777573	-1.206004
AT1G74560.3	-0.206312	-0.377984	-0.183376	-0.006847	0.18302
AT1G74970.1	-0.154515	-0.304497	-0.334493	-0.285209	-0.038788
AT1G75330.1	-0.205638	-0.078294	0.196908	-0.000297	0.287287
AT1G75950.1	-0.317565	-0.369902	-0.62191	-0.705684	-0.571486
AT1G76030.1	-0.050704	-0.050704	-0.050704	-0.02459	0.105982
AT1G76080.1	-0.089213	-0.19601	-0.211266	-0.164628	0.213499
AT1G76160.1	-0.865298	-1.285392	-0.981745	-0.777801	-0.561321
AT1G76180.1	-0.22987	-0.327771	-0.196488	-0.053473	0.109179
AT1G76680.1	0.07722	-0.403682	-0.167258	0.018325	0.262679
AT1G76825.1	0.005323	-0.169344	-0.104206	0.101808	0.357552
AT1G77120.1	3.284671	2.972252	2.970619	2.855718	2.357278
AT1G77230.1	-0.221611	-0.160651	-0.095175	-0.272407	-0.035345
AT1G77510.1	-0.201828	-0.397565	-0.311178	-0.196519	-0.044928
AT1G78300.1	-0.505814	-0.547327	-0.352735	0.002512	0.467842
AT1G78360.1	-0.61634	-0.355288	0.087582	0.11025	-0.032494
AT1G78370.1	-0.430793	-0.326589	-0.134345	-0.1263	0.12818
AT1G78380.1	-0.201229	-0.259132	-0.227271	-0.071865	0.284221
AT1G78530.1	-0.065695	-0.440686	-0.215691	-0.142675	0.259905
AT1G78570.1	-0.290183	-0.188219	0.088969	-0.046229	-0.401224
AT1G78820.1	-0.21031	-0.306941	-0.167784	-0.003908	0.195995
AT1G78830.1	-1.216508	-0.621289	0.016841	-0.020664	0.44067
AT1G78850.1	-0.329508	-0.250749	-0.192101	-0.185216	-0.097172
AT1G78900.1	-0.20796	-0.286254	-0.297439	-0.256555	0.054125
AT1G79040.1	-2.31267	-2.475823	-2.257206	-2.021546	-1.76254
AT1G79230.1	-0.365836	-0.264759	-0.0507	-0.212703	0.022132
AT1G79330.1	0.705043	0.362273	0.54549	0.481355	0.368901
AT1G79350.1	-0.512117	-0.509681	-0.521257	-0.541746	-0.566056
AT1G79550.1	-0.183152	-0.448306	-0.223931	-0.078535	0.169018
AT1G79560.1	-0.243642	-0.174328	0.033612	-0.073529	-0.366637
AT1G79850.1	1.503197	1.298642	1.496088	1.647643	1.846847
AT1G79920.1	-0.185286	-0.120401	0.074253	0.044518	0.122943
AT1G79930.1	-0.108961	-0.108961	-0.108961	-0.069904	0.125379
AT1G80380.1	-0.180498	-0.360116	-0.252345	-0.187435	0.155076
AT1G80600.1	-0.194838	-0.307626	-0.17797	-0.056372	0.082527
AT2G01140.1	-0.279622	-0.268434	-0.230396	-0.176539	0.097222
AT2G01250.1	-2.557787	-2.658581	-2.533257	-2.402817	-2.243105
AT2G02010.1	-0.061885	-0.082855	-0.085851	-0.017571	0.35229
AT2G02930.1	-0.233113	-0.188041	-0.052823	0.005584	0.455373
AT2G03140.1	0.16932	-0.310102	0.09734	0.603309	1.178526
AT2G03440.1	-0.195556	-0.195556	-0.195556	-0.165068	-0.012628
AT2G04030.1	0.003507	-0.144983	0.010819	0.208391	0.485347
