Key	NA	CA	DA6	DA12	DA24
AT4G34200.1	-0.82367	-0.730324	-0.469476	-0.469513	-0.475234
AT4G34220.1	-0.443908	-0.622458	-0.393328	-0.15435	0.112902
AT4G34290.1	-1.934155	-2.24849	-1.9985	-1.844611	-1.519496
AT4G34620.1	-0.461959	-0.472796	-0.416532	-0.204148	0.131817
AT4G34670.1	-0.730018	0.300104	0.36048	0.426645	0.575411
AT4G34870.1	-1.554585	-1.965759	-1.961608	-1.918719	-1.693474
AT4G35000.1	-0.193077	-0.481863	-0.308591	-0.254989	0.041904
AT4G35090.1	-0.043949	-0.216351	-0.035511	0.121376	0.320341
AT4G35100.1	-0.215577	-0.471254	-0.334402	-0.100208	0.212504
AT4G35250.1	0.748599	0.749157	0.749497	0.75012	0.750465
AT4G35450.1	-0.321051	-0.266458	-0.001017	0.148772	0.30093
AT4G35460.1	-0.129116	-0.042227	0.218439	0.189536	0.349134
AT4G35630.1	-0.395433	-0.363863	-0.269152	-0.134055	0.651925
AT4G35870.1	-0.311584	-0.587512	-0.561606	-0.266383	0.317975
AT4G36520.1	0.566695	0.495987	0.291763	0.078448	-0.140177
AT4G37300.1	1.744975	1.278175	1.267388	1.19086	0.911438
AT4G37910.1	-0.423999	-0.099121	0.032495	0.020595	0.044395
AT4G37925.1	-0.263125	-0.263125	-0.263125	-0.243483	-0.145274
AT4G37930.1	-0.313106	-0.313106	-0.313106	-0.30723	-0.277853
AT4G38220.1	0.089799	-0.344243	-0.187522	0.021687	0.229651
AT4G38510.1	-0.932307	-1.032176	-1.046444	-1.01295	-0.709955
AT4G38680.1	-0.17329	-0.114891	-0.018633	-0.116476	0.210477
AT4G38740.1	-0.446296	-0.329433	-0.08971	-0.107505	0.07396
AT4G38780.1	-0.177561	-0.177561	-0.177561	-0.145238	0.016377
AT4G38970.1	-0.106487	-0.914626	-0.62722	-0.982309	-2.196462
AT4G39080.1	-0.651721	-0.348969	-0.088535	-0.301269	-0.497889
AT4G39200.1	-0.141471	-0.404817	-0.16712	-0.005845	0.209269
AT4G39260.1	-0.137221	-0.188636	-0.116953	-0.034709	0.065186
AT4G39330.1	-0.35938	-0.286949	-0.069654	-0.04108	0.355303
AT4G39730.1	-0.205009	-0.180831	-0.06202	0.008241	0.082367
AT4G39756.1	-0.164879	-0.164879	-0.164879	-0.106407	0.185956
AT4G39800.1	-0.163714	0.052194	0.268713	0.21228	0.055027
AT4G39980.1	-0.322541	-0.322541	-0.322541	-0.306463	-0.226072
AT4G40050.1	-0.156805	-0.52578	-0.463386	-0.392447	-0.020729
AT5G01410.1	-0.467042	-0.301283	-0.012964	0.056542	0.723031
AT5G01530.1	-0.257962	-0.313162	-0.276362	-0.271762	-0.271762
AT5G01730.1	-0.151867	-0.64842	-0.369444	-0.027145	0.448057
AT5G01950.1	-0.021663	-0.364304	-0.158719	-0.12222	0.094539
AT5G02240.1	-0.345373	-0.442398	-0.384183	-0.279955	0.250889
AT5G02500.1	-0.232254	-0.484488	-0.241342	-0.063265	0.140842
AT5G02790.1	2.3165	1.971825	1.90289	2.018702	2.597761
AT5G02870.1	3.048481	3.209694	3.405966	3.385709	3.489463
AT5G03290.1	4.077863	3.713051	3.508652	3.564325	3.678398
AT5G03300.1	-0.445125	-0.283975	-0.021524	-0.019143	0.280541
AT5G03340.1	-0.17937	-0.297578	-0.34181	-0.170398	0.155164
AT5G03360.1	-0.341613	-0.341613	-0.301343	-0.130074	0.41419
AT5G03530.1	-0.095387	-0.37266	-0.188285	0.0568	0.377529
AT5G03630.1	-0.389398	-0.949671	-0.897285	-0.650569	-0.278096
AT5G03690.2	-0.340933	-0.08005	-0.266337	-0.240131	0.095427
AT5G03940.1	-1.486194	-1.929349	-2.881723	-1.90243	-1.479449
AT5G04140.1	0.243782	-0.48824	-0.122229	-0.28186	-0.439497
AT5G04430.1	-0.797159	0.123728	0.262391	-0.011196	-0.077229
AT5G04590.1	0.320442	-0.276243	-0.39558	-0.254683	0.449805
AT5G05170.1	0.018443	0.018443	-0.178638	-0.33268	0.424484
AT5G05760.1	0.334691	-0.159003	-0.096144	-0.042039	0.248682
AT5G05940.1	-0.329273	-0.330672	-0.330952	-0.298092	-0.13379
AT5G06060.1	-0.136838	-0.421481	-0.292388	-0.229672	0.107163
AT5G06290.1	0.016652	-0.512881	-0.344585	-0.313907	-0.126239
AT5G06460.1	3.899867	3.839582	3.634611	3.458056	2.551167
AT5G07020.1	-0.263877	-0.249871	-0.202252	-0.147405	0.132436
AT5G07030.1	0.104022	-0.067177	0.016368	0.155418	0.338851
AT5G07280.1	-0.208676	-0.255313	-0.19031	-0.114588	-0.021839
AT5G07350.1	-0.420255	-0.401523	-0.337834	-0.269644	0.078795
AT5G07440.1	-0.165326	-0.381445	-0.214534	-0.167985	-0.202232
AT5G08050.1	-1.304392	-0.351751	0.080904	0.069164	0.313123
AT5G08280.1	0.057053	-0.422549	-0.071409	0.007814	-0.039294
AT5G08300.1	-0.174023	-0.403898	-0.218808	-0.124343	0.005436
AT5G08660.1	-0.643118	-0.296535	-0.283982	-0.220319	0.02704
AT5G08670.1	-0.189239	-0.469712	-0.525807	-0.443425	-0.031513
AT5G08680.1	-0.372078	-0.424219	-0.431668	-0.389483	-0.107799
AT5G08690.1	-0.399918	-0.158008	0.442169	0.16427	0.594513
AT5G09500.1	0.066541	-0.406542	-0.122692	-0.042217	0.407465
AT5G09590.1	-0.259272	-0.790383	-0.389832	-0.229452	-0.00905
AT5G09650.1	-0.424038	-0.363303	-0.181099	-0.151866	0.206872
AT5G09660.1	-0.189228	-0.338093	-0.294168	-0.074174	0.352779
AT5G09660.2	-0.319047	-0.306733	-0.264866	-0.162816	0.352361
AT5G09810.1	-0.604486	-0.604541	-0.605004	-0.605562	-0.606242
AT5G10160.1	-0.205679	-0.167466	-0.052825	-0.034091	0.193325
AT5G10260.1	-0.189413	-0.283572	-0.157454	-0.014562	0.16974
AT5G10320.1	-0.225658	-0.300212	-0.216011	-0.120318	0.059724
AT5G10360.1	-0.224718	-0.191679	-0.092561	-0.025822	0.42351
AT5G10440.1	-0.241759	-0.68385	-0.61963	-0.368874	-0.084702
AT5G10450.1	-0.560571	-0.794518	-1.001179	-0.84937	-0.622254
AT5G10470.1	-0.255485	-0.517213	-0.45051	-0.205622	0.064666
AT5G10540.1	0.263932	-0.137541	0.104026	0.124441	0.26137
AT5G10860.1	-0.457633	-0.176086	-0.019036	-0.046038	-0.055122
AT5G11170.1	-0.396371	-0.76098	-0.631955	-0.378704	-0.016245
AT5G11370.1	-1.785125	-1.41272	-1.218159	-1.250323	-1.261045
AT5G11420.1	-0.141743	-0.141743	-0.249536	-0.331382	0.094783
AT5G11670.1	-0.557906	-0.258262	0.1041	0.096257	0.435086
AT5G12110.1	0.295949	0.296047	0.296594	0.297013	0.297493
AT5G12140.1	-1.168572	-1.410434	-1.465709	-1.268525	-0.833273
AT5G12250.1	-0.190545	-0.496364	-0.370904	-0.302581	0.06236
AT5G12420.1	-0.892061	-0.795825	-0.659297	-0.659249	-0.512408
AT5G13120.1	-0.174496	-0.110098	0.108855	0.140009	0.321542
AT5G13230.1	-0.562578	-0.760551	-0.788833	-0.752579	-0.302632
AT5G13420.1	-1.750157	-1.751309	-1.75187	-1.751902	-1.751902
AT5G13430.1	-0.508157	-0.508157	-0.508157	-0.383465	0.239999
AT5G13440.1	-0.467345	-0.147128	0.091408	0.065534	0.154281
AT5G13450.1	-1.79578	-2.129235	-1.929162	-1.875516	-1.573939
AT5G13450.2	-0.444346	-0.411055	-0.297864	-0.228044	0.134375
AT5G13510.1	-0.162079	-0.119634	0.004282	0.022185	0.255987
AT5G13630.1	-0.125148	-0.54747	-0.265823	-0.230506	-0.230654
AT5G13650.1	-0.345677	-0.619699	-0.337654	-0.105248	0.172534
AT5G13930.1	0.302264	-0.099517	-0.070911	-0.060434	-0.060434
AT5G14040.1	-0.299338	-0.183711	0.163169	0.029994	-0.231186
AT5G14200.1	-0.326412	-0.597433	-0.921576	-0.537341	0.158596
AT5G14260.1	-0.363946	-0.25692	-0.193073	-0.121621	0.029788
AT5G14320.1	-0.545273	-0.420339	-0.323531	-0.301437	-0.10119
AT5G14670.1	-0.080035	-0.314655	-0.348173	-0.31263	0.183498
AT5G14740.1	-0.412762	-0.368687	-0.162802	0.068607	0.368373
AT5G14740.2	-0.2797	-0.223046	-0.05622	-0.088466	-0.027109
AT5G14780.1	0.017832	-0.151883	-0.026786	0.0023	-0.015631
AT5G14910.1	-0.236136	-0.449765	-0.287011	-0.140126	0.347694
AT5G15090.1	-0.241304	0.006153	-0.281862	-0.395642	0.092147
AT5G15200.1	-1.331928	-1.063597	-0.945036	-0.791081	-0.510897
AT5G15200.2	-0.488212	-0.890488	-0.630464	-0.518536	-0.068268
AT5G15450.1	-0.09865	-0.522736	-0.271778	-0.086822	0.119892
AT5G15650.1	-0.094157	-0.327956	-0.187677	-0.129648	0.183877
AT5G15920.1	-0.745543	-0.271559	0.024681	0.00396	0.152159
AT5G15960.1	-0.86894	-0.688641	-0.516057	-0.598531	-0.474249
AT5G15970.1	-0.383304	-0.290739	-0.028035	-0.093053	0.021995
AT5G16050.1	-0.419156	-0.370031	-0.222657	-0.242005	-0.166809
AT5G16070.1	-0.068591	-0.320842	-0.102852	0.040556	0.266354
AT5G16130.1	0.063888	-0.400776	-0.024276	0.156606	0.34991
AT5G16400.1	-0.176418	-0.485811	-0.229	-0.140029	-0.215854
AT5G16570.1	-0.021495	-0.283459	-0.335852	-0.243876	0.216004
AT5G16620.1	-0.213807	-0.213807	-0.255242	-0.307036	-0.244883
AT5G16710.1	-0.301369	-0.290087	-0.256243	-0.229695	-0.057472
AT5G16970.1	0.538253	0.538253	0.346477	0.171177	0.780935
AT5G17050.1	-0.569602	-0.411277	-0.490439	-0.344916	0.244165
AT5G17310.2	-0.57544	-0.260513	-0.062432	0.028683	0.501149
AT5G17710.1	-0.036391	-0.431278	-0.150162	-0.060315	0.08598
AT5G17920.1	-2.336388	-1.440783	-1.604555	-1.798288	-1.979637
AT5G18380.1	-0.284366	-0.244807	-0.126129	-0.093174	0.210056
AT5G18980.1	-0.24082	-0.439429	-0.230708	-0.080101	-0.001259
AT5G19220.1	-0.219078	-0.151859	0.049801	0.064579	0.373742
AT5G19370.1	0.008257	-0.032312	-0.154018	-0.072187	0.194976
AT5G19440.1	-0.167087	-0.167087	-0.393634	-0.593372	0.163671
AT5G19510.1	-0.145979	-0.145979	-0.173566	-0.163416	0.101129
AT5G19550.1	-0.189664	-0.303983	-0.155381	0.009257	0.2238
AT5G19760.1	0.010286	-0.296222	-0.273731	-0.126733	0.61873
AT5G19770.1	-0.321001	-0.321001	-0.451222	-0.507693	0.219166
AT5G19940.1	-0.274233	0.073928	0.14356	0.114327	-0.031835
AT5G19990.1	-3.210031	0.175758	0.455466	-0.402338	-1.916219
AT5G20000.1	-0.170762	-0.239495	-0.149356	-0.052552	0.05937
AT5G20010.1	-0.480703	-0.428324	-0.158312	0.022869	0.237326
AT5G20290.1	-0.277806	0.016036	0.074804	0.074804	0.074804
AT5G20630.1	-0.499788	-0.402825	-0.138979	0.055208	0.248575
AT5G20640.1	-1.154948	-0.214468	0.025536	0.06693	0.086308
AT5G20720.1	-0.156902	-0.25364	-0.195597	-0.151064	0.081278
AT5G20830.1	0.925578	0.658373	0.727191	0.866823	1.04285
AT5G20890.1	0.031163	-0.250335	-0.081436	-0.025644	0.281465
AT5G20950.1	-0.155123	-0.442666	-0.260411	0.048805	0.464238
AT5G20960.1	-0.020927	-0.000961	-0.076199	-0.255103	-0.032432
AT5G21930.1	-0.50128	-0.388012	-0.064538	-0.107345	0.201598
AT5G22000.1	-0.142568	-0.246895	-0.26776	-0.202181	0.125714
AT5G22440.1	2.891077	2.891077	2.891077	2.891077	2.891077
AT5G22650.1	-0.40495	-0.40495	-0.560493	-0.694331	-0.158053
AT5G23060.1	-0.29776	-0.16935	0.022105	-0.245907	0.365245
AT5G23120.1	-0.451078	-0.39845	-0.240568	-0.23766	-0.038924
AT5G23820.1	-0.417183	-0.450686	-0.400381	-0.339592	-0.266379
AT5G23860.1	0.310887	-0.15579	-0.249126	-0.133736	0.443216
AT5G23900.1	-0.265271	-0.265271	-0.265271	-0.154261	0.400788
AT5G23940.1	-0.258719	-0.659412	-0.57398	-0.069082	0.73395
AT5G23950.1	-0.168697	-0.276009	-0.132938	0.027745	0.232086
AT5G24165.1	-0.180284	-0.377992	-0.332156	-0.213127	0.392687
AT5G24490.1	0.005585	-0.110828	0.026437	0.157084	0.299482
AT5G24550.1	-0.259237	-0.392366	-0.236055	-0.056725	0.174319
AT5G24690.1	-0.264703	-0.615476	-0.406931	-0.3493	-0.026306
AT5G24830.1	-0.219215	-0.139714	0.098791	0.07269	0.22044
AT5G25460.1	-0.186785	-0.490575	-0.271823	-0.151072	0.20035
AT5G25754.1	-0.378534	-0.27678	0.028483	-0.004015	0.189632
AT5G25770.1	-0.185432	-0.424194	-0.280937	-0.24791	-0.058898
AT5G25980.1	-0.109968	-0.278173	-0.11683	0.001905	0.144141
AT5G25980.2	-1.337872	0.38944	0.498332	0.478549	0.350063
AT5G26000.1	-0.087485	-0.403182	-0.43237	-0.234784	0.192126
AT5G26360.1	-0.513503	-0.459894	-0.299066	-0.295964	-0.092822
AT5G26710.1	0.022469	0.10995	0.127446	0.154981	0.292655
AT5G26742.1	-0.242431	-0.166305	0.025413	0.070648	0.517443
AT5G26742.2	-0.1033	-0.285432	-0.075803	0.11731	0.323384
AT5G27020.1	0.422695	-0.083171	0.330839	0.468952	0.353803
AT5G27220.1	-1.11164	-0.974978	-1.169841	-1.267947	-0.897439
AT5G27410.1	-0.361433	-0.361433	-0.361433	-0.349017	-0.286938
AT5G27470.1	-0.49226	-0.387242	-0.072187	-0.187466	-0.3963
AT5G27620.1	-1.238493	-0.247111	-0.048834	-0.021226	0.116813
AT5G27770.1	-0.028626	-0.199674	-0.257025	-0.245503	-0.216821
AT5G28500.1	-0.318362	-0.118197	-0.036188	-0.014215	0.148122
AT5G28540.1	0.012574	-0.370748	-0.084637	0.059338	0.382639
AT5G28840.1	-1.095457	0.024553	0.022416	-0.460485	-0.90818
AT5G30510.1	-0.113924	-0.204962	-0.086811	0.040237	0.192241
AT5G35170.1	-0.409889	-0.135548	-0.003807	-0.017534	0.009921
AT5G35360.1	0.147345	0.002441	0.099044	0.111119	0.111119
AT5G35590.1	-0.271945	-0.271945	-0.271936	-0.253274	-0.160035
AT5G35630.1	-0.330579	-0.469327	-0.257844	0.003146	0.32816
AT5G35715.1	-0.753066	-0.481578	-0.211124	-0.158851	0.372711
AT5G36700.1	0.130196	-0.207239	-0.004778	0.07265	0.493535
AT5G37510.1	-0.160871	-0.139238	-0.074341	-0.117971	-0.260411
AT5G37770.1	-0.466652	-0.305965	0.176099	0.055583	0.015411
AT5G38344.1	-0.072241	-0.480537	-0.336775	-0.277677	0.04599
AT5G38410.1	-0.255539	-0.340953	-0.224286	-0.091052	0.076661
AT5G38420.1	-1.772418	-1.832755	-1.425602	-0.961914	-1.512306
AT5G38430.1	-0.177758	-0.372893	-0.34618	-0.191709	0.057165
AT5G38480.1	0.136481	0.136481	0.054363	-0.108724	-0.287741
AT5G39210.1	-0.205631	-0.215116	-0.243573	-0.148531	0.293482
AT5G39650.1	-0.333384	-0.265916	-0.063511	-0.047125	0.270941
AT5G39740.1	0.114494	-0.305503	-0.276578	-0.239429	-0.03957
AT5G39960.1	0.016835	-0.146161	-0.178761	-0.119136	0.178989
AT5G40140.1	-0.541394	-0.365672	-0.29117	-0.226229	0.147672
AT5G40950.1	-0.405685	-0.34323	-0.155864	-0.140864	0.152728
AT5G41090.1	-0.415011	-0.730282	-0.543298	-0.154353	0.427523
AT5G41670.1	0.186537	0.186537	0.186537	0.186537	0.186537
AT5G41700.1	-0.473307	-0.411236	-0.225023	-0.159368	0.386156
AT5G41750.1	-0.346496	-0.300832	-0.163839	-0.198087	-0.209503
AT5G41780.1	-0.354662	0.071273	0.035944	0.146705	0.549869
AT5G41790.1	-0.271999	-0.271999	-0.271999	-0.211543	0.090736
AT5G41820.1	0.345678	0.261411	0.249373	0.385942	1.183152
AT5G41900.1	-0.356535	-0.303939	-0.05566	0.095392	0.333437
AT5G42020.1	-0.104572	-0.333025	-0.083164	0.124208	0.309796
AT5G42270.1	-0.197565	-0.494102	-0.345833	-0.401434	-0.419968
AT5G42390.1	0.012503	-0.233601	-0.085938	0.004206	0.479537
AT5G42570.1	-0.616821	-0.500565	-0.244548	-0.567509	-1.056589
AT5G42650.1	0.037295	-0.283978	0.060985	0.146197	-0.575159
AT5G42970.1	-0.329425	-0.283356	-0.145149	-0.146243	0.009529
AT5G42980.1	-0.035889	-0.379112	-0.150297	-0.121695	-0.121695
AT5G43940.1	-0.363915	-0.436701	-0.344314	-0.24136	-0.10717
AT5G44130.1	-0.142427	-0.453371	-0.419837	-0.208802	0.145086
AT5G44340.1	-0.339495	-0.620464	-0.655372	-0.558364	-0.070666
AT5G44720.1	1.404211	1.485654	1.729981	1.631109	1.421799
AT5G45080.1	-0.292257	-0.142727	0.112921	0.079672	0.195609
AT5G45390.1	-0.262768	-0.262768	-0.262768	-0.239697	-0.124337
AT5G45620.1	-0.548164	-0.520128	-0.424805	-0.381505	-0.153789
AT5G45930.1	-0.190208	-0.16544	-0.033194	0.062565	0.169204
AT5G46110.1	0.088561	-0.047762	-0.067237	0.005624	0.55494
AT5G46290.1	-0.266914	-0.266914	-0.266914	-0.266914	-0.266914
AT5G46300.1	-0.21115	-0.038816	0.010382	0.044771	0.235131
AT5G46460.1	-0.565285	-0.120541	0.090979	0.058147	0.047204
AT5G46800.1	-0.181967	-0.181967	-0.181967	-0.129087	0.135314
AT5G47030.1	-0.117718	-0.291018	-0.104025	-0.000259	-0.107448
AT5G47160.1	-0.430198	-0.320023	0.010501	-0.044586	0.065589
AT5G47190.1	0.03746	-0.33957	-0.27869	-0.030218	0.39094
AT5G47210.1	-0.116322	-0.285402	-0.309556	-0.239674	0.339205
AT5G47260.1	1.127642	0.739324	1.050063	1.174919	1.214341
AT5G47690.1	-0.442402	-0.333032	0.038826	0.0607	0.213818
AT5G48300.1	-4.194655	-4.194655	-4.295528	-4.350119	-3.841296
AT5G48480.1	-0.420028	-0.357565	-0.170176	-0.168169	0.060487
AT5G49910.1	-0.506556	-0.437815	-0.231589	-0.24164	-0.0513
AT5G50250.1	0.237173	-0.266593	-0.01471	-0.109166	-0.140652
AT5G50280.1	-0.345847	-0.480061	-0.273544	-0.024101	0.260127
AT5G50850.1	-0.651429	-0.214077	-0.00219	-0.039477	-0.070395
AT5G50920.1	0.058931	-0.369117	-0.112223	-0.090789	0.058688
AT5G51100.1	-0.259583	-0.137812	0.259096	0.150567	-0.210747
AT5G51110.1	-0.140299	-0.100333	0.019566	0.054601	0.36966
AT5G51820.1	-0.270214	-0.270214	-0.270214	-0.21685	0.049972
AT5G52310.1	-0.008067	-0.410054	-0.186605	0.133592	0.554869
AT5G52470.1	-0.164927	-0.000746	0.018622	0.088056	0.418391
AT5G52530.1	-0.232792	-0.216709	-0.168461	-0.088924	0.365049
AT5G52560.1	-4.98738	-4.805159	-4.451388	-4.428558	-4.537559
AT5G52650.1	0.081719	-0.11523	-0.143365	-0.103537	0.362892
AT5G52840.1	-0.137212	-0.286659	-0.079689	0.15562	0.438017
AT5G53000.1	-0.150988	-0.150988	-0.275799	-0.388214	0.016996
AT5G53400.1	-0.088821	-0.735908	-0.247695	0.004509	0.555543
AT5G53460.1	1.615776	0.520852	0.731218	1.296453	1.901928
AT5G53480.1	-0.396587	0.071493	-0.29546	-0.319426	0.181251
AT5G53490.1	0.003249	-0.169834	-0.191417	-0.00181	0.387753
AT5G53560.1	-0.291842	-0.469587	-0.235482	0.015768	0.30199
AT5G53890.1	0.097808	-0.398902	-0.111714	-0.084803	0.098067
AT5G53905.1	-0.042452	-0.315015	-0.353952	-0.311793	0.268906
AT5G54160.1	-1.483295	-1.812901	-1.878822	-1.7593	-1.16169
AT5G54270.1	-0.540258	-0.124588	0.02884	0.068598	0.355257
AT5G54400.1	-1.350428	-1.549624	-1.93779	-1.281978	-0.323102
AT5G54600.1	-0.188557	-0.296725	-0.153283	0.010885	0.224367
AT5G54620.1	-0.199149	-0.377281	-0.270402	-0.202978	0.151959
AT5G54770.1	-0.210503	-0.169066	-0.22904	-0.298435	-0.377433
AT5G54810.1	-0.341912	-0.194518	-0.010113	0.008515	0.295313
AT5G54900.1	2.48945	2.48945	2.48945	2.489593	2.490307
AT5G55070.1	-0.147746	-0.257894	-0.109949	0.057824	0.273318
AT5G55160.1	-0.546544	-0.396707	-0.133067	0.202908	0.588042
AT5G55220.1	-0.174197	-0.293116	-0.135135	0.034948	0.225878
AT5G55950.1	0.052543	-0.283852	-0.023526	0.098864	0.291162
AT5G56000.1	0.026961	-0.311094	-0.13963	0.014337	0.209356
AT5G56010.1	-0.336097	-0.30176	-0.119552	0.007772	0.150781
AT5G56030.1	-0.305359	-0.188886	0.238182	0.277006	0.277006
AT5G56090.1	-0.147284	-0.147284	-0.213999	-0.278098	-0.081558
AT5G57290.1	0.023202	-0.059378	-0.071175	-0.0207	0.343747
AT5G57655.2	-0.277994	0.140362	0.614298	0.509763	0.474918
AT5G57960.1	-0.548127	-0.799749	-0.714553	-0.556603	-0.341954
AT5G58003.1	-1.224483	0.690795	-0.17202	-1.036809	-1.219544
AT5G58070.1	-1.218052	-1.218052	-1.218052	-1.217889	-1.217074
AT5G58110.1	1.501415	1.279963	1.270424	1.494341	1.807051
AT5G58250.1	-0.126185	-0.140801	-0.120819	-0.098385	-0.071657
AT5G58310.1	-0.202014	-0.111646	0.159736	0.021878	-0.353271
AT5G58330.1	-0.102643	-0.289228	-0.315883	-0.301622	0.02291
AT5G59880.1	-0.232924	-0.23274	-0.232114	-0.161765	0.190054
AT5G59950.1	-0.573861	-0.545998	-0.345696	-0.113574	0.240007
AT5G60040.1	-0.392476	-0.143224	-0.056496	-0.056768	-0.012031
AT5G60050.1	-0.351046	-0.760257	-0.406269	-0.171937	0.200071
AT5G60600.1	-0.366942	-0.297145	-0.087757	-0.056844	0.342004
AT5G61140.1	-0.33611	-0.447114	-0.253266	-0.002894	0.273909
AT5G61410.1	-2.953781	-2.357729	-1.991923	-1.990394	-1.674505
AT5G61780.1	-0.312569	-0.310374	-0.310061	-0.309434	-0.309277
AT5G61790.1	-0.148826	-0.148826	-0.148826	-0.148826	-0.148826
AT5G61920.1	-0.569055	-0.291868	-0.236431	-0.200066	-0.018246
AT5G62690.1	-0.263486	-0.212596	0.035972	0.175151	0.30595
AT5G62790.1	-0.053102	-0.276243	-0.142358	-0.104397	0.107725
AT5G62860.1	0.250621	-0.538849	-0.548622	-0.248202	-0.002226
AT5G63310.1	0.02119	-0.14842	-0.17265	-0.090082	0.552945
AT5G63400.1	-0.259965	-0.259087	-0.258417	-0.258375	-0.258303
AT5G63400.2	-0.315293	-0.356355	-0.299007	-0.233945	-0.158034
AT5G63510.1	-0.901359	-0.800339	-0.497281	-0.503457	-0.180768
AT5G63570.1	0.307134	0.142331	0.003395	0.862254	1.824811
AT5G63690.1	0.046876	-0.439984	-0.36352	-0.295072	0.068895
AT5G64040.1	-0.373248	-0.287894	-0.109624	-0.221259	0.122175
AT5G64040.2	-0.380589	-0.207209	0.125096	0.006895	-0.212071
AT5G64140.1	-1.105958	-0.948286	-0.475271	-0.541209	-0.319047
AT5G64690.1	-0.809463	-0.210219	0.072931	0.029189	0.014609
AT5G64760.1	-0.360177	-0.252672	-0.033117	-0.180629	0.256037
AT5G65010.1	-0.798428	-1.130419	-0.903877	-0.911193	-1.126522
AT5G65220.1	2.811839	2.98197	3.015996	3.059967	3.279819
AT5G65430.1	-1.40523	-1.782842	-1.858364	-1.761816	-1.279075
AT5G65750.1	-1.143941	-0.128135	0.057861	0.143686	0.165142
AT5G65860.1	-0.213501	-0.376985	-0.267995	-0.254372	-0.254372
AT5G66120.2	-0.265496	-0.543358	-0.380039	-0.208371	0.021974
AT5G66190.1	-0.651345	-0.967609	-0.796049	-0.56348	-0.264933
AT5G66470.1	-0.144789	-0.459861	-0.229376	-0.100919	0.24835
AT5G66530.1	-0.052365	-0.342696	-0.149142	-0.124947	-0.124947
AT5G66570.1	-0.390113	-0.280834	0.032431	-0.085562	-0.180113
AT5G66760.1	-1.902439	-1.902439	-1.932751	-1.8732	-1.340521
AT5G67030.1	-1.140583	-1.2562	-1.153804	-1.054083	-0.799864
AT5G67500.1	-0.162759	-0.362298	-0.242574	-0.224751	-0.115683
AT5G67630.1	0.110754	0.350432	0.004046	-0.212477	0.250936
